Claim ID,Vehicle style,Vehicle color,Vehicle Age,Make,VehiclePrice,Gender,Marital Status,State,Occupation,License Type,Drinking-and-Driving,Collission Types,Accident Reason,Holiday Weeks,AccidentArea,Weather,Accident Date,Claim Date,Police Notification,Passengers #,Repair amount,Sum Insured,Days_Policy_Claim,PastNumberOfClaims,AddressChange_Claim,BasePolicy,DriverRating,Fraud Detected
11437,SUV,Red,5,Mazda,more than 69000,1,Married,ACT,insurance sales agent,O,1,nose-to-tail,Speeding,Yes,Urban,Wet pavement,26/08/2010,28/05/2012,0,2,"$6,653.00","$5,987.70",more than 30,2 to 4,no change,Collision,2,1
11438,SUV,Green,3,Mazda,20000 to 29000,1,Married,VIC,lawyer,O,1,side swipe,Driving drunk,No,Urban,Rain,31/10/2013,15/09/2018,1,3,"$2,531.00","$2,024.80",8 to 15,none,no change,Collision,3,0
11439,SUV,Blue,8,Ford,20000 to 29000,1,Single,NT,physical therapists,O,1,collision with an animal,Speeding,Yes,Urban,Rain,28/04/2010,14/03/2020,0,2,"$1,286.00",$900.20,more than 30,1,no change,Collision,2,0
11440,SUV,Black,6,Pontiac,20000 to 29000,0,Married,WA,lawyer,O,1,nose-to-tail,Distracted driving,Yes,Urban,Rain,21/02/2016,30/06/2013,0,0,"$2,243.00","$1,794.40",more than 30,2 to 4,no change,Liability,4,1
11441,Subcompacts,White,7,Honda,30000 to 39000,1,Single,NT,marketing manager,O,0,collision with stationary vehicle,Failing to give way,Yes,Urban,Snow/Slushy pavement,29/10/2019,4/11/2020,0,3,"$6,058.00","$5,452.20",more than 30,1,no change,All Perils,2,1
11442,compacts,Yellow,2,Pontiac,20000 to 29000,0,Single,TAS,Retails Salespersons,P1 or P2,0,nose-to-tail,Poorly designed roads/intersections,Yes,Urban,Icy pavement,25/03/2016,17/09/2017,1,3,"$4,904.00","$3,923.20",more than 30,1,no change,Liability,1,1
11443,SUV,Blue,8,Pontiac,30000 to 39000,1,Married,QLD,Cashiers,O,0,collision with stationary vehicle,Driving drunk,Yes,Rural,Icy pavement,8/08/2020,3/04/2016,0,0,"$6,086.00","$5,477.40",more than 30,2 to 4,no change,Liability,4,0
11444,Subcompacts,Yellow,12,Chevrolet,20000 to 29000,0,Married,WA,nurse,O,0,nose-to-tail,Speeding,No,Urban,Wet pavement,30/01/2020,5/06/2015,0,1,"$1,400.00",$980.00,more than 30,1,no change,Collision,4,0
11445,Midsize,Black,5,Chevrolet,20000 to 29000,0,Single,ACT,office clerks,O,0,side swipe,Speeding,Yes,Urban,Icy pavement,3/04/2019,14/12/2017,1,4,"$6,391.00","$5,751.90",more than 30,1,no change,Collision,2,1
11446,SUV,Grey,10,Chevrolet,30000 to 39000,1,Married,QLD,web developer,O,0,side swipe,Driving drunk,Yes,Urban,Wet pavement,2/01/2016,7/11/2019,0,1,"$1,328.00",$929.60,more than 30,2 to 4,4 to 8 years,Liability,3,1
11447,SUV,Black,2,Honda,20000 to 29000,1,Married,NSW,student,O,0,side swipe,Speeding,Yes,Urban,Snow/Slushy pavement,28/03/2020,15/06/2012,0,2,"$2,890.00","$2,312.00",more than 30,2 to 4,no change,Liability,3,1
11448,compacts,Yellow,7,Accura,40000 to 59000,1,Single,NSW,flight attendant,O,1,nose-to-tail,Driving drunk,No,Urban,Rain,15/02/2020,29/05/2018,0,0,"$4,980.00","$3,984.00",more than 30,2 to 4,no change,Collision,4,0
11449,SUV,Blue,9,Pontiac,30000 to 39000,0,Single,TAS,information security analysts,O,0,nose-to-tail,Speeding,Yes,Urban,Snow/Sleet,21/08/2019,26/03/2014,0,3,"$1,012.00",$708.40,more than 30,more than 4,no change,Liability,2,0
11450,SUV,Black,3,Toyota,20000 to 29000,0,Married,TAS,office clerks,O,0,collision with stationary vehicle,Driving drunk,No,Urban,Snow/Sleet,2/03/2010,4/01/2019,0,1,"$4,871.00","$3,896.80",more than 30,1,no change,All Perils,3,0
11451,Midsize,White,12,Honda,30000 to 39000,0,NA,NT,student,O,0,side swipe,Distracted driving,No,Urban,Snow/Sleet,12/09/2010,14/06/2012,0,4,$524.00,$366.80,more than 30,none,no change,All Perils,2,1
11452,Executive,Yellow,10,Pontiac,less than 20000,0,Married,SA,marketing manager,O,0,nose-to-tail,Speeding,No,Urban,Icy pavement,8/05/2018,27/03/2018,0,0,"$4,207.00","$3,365.60",more than 30,more than 4,no change,Liability,1,0
11453,compacts,White,4,Honda,20000 to 29000,0,Single,WA,flight attendant,O,0,collision with reversing,Driving drunk,No,Urban,Snow/Slushy pavement,28/07/2010,1/10/2010,0,1,"$4,699.00","$3,759.20",more than 30,1,no change,All Perils,4,1
11454,compacts,Black,0,Ford,20000 to 29000,0,Married,VIC,medical assistants,O,1,side swipe,Driving drunk,No,Urban,Rain,26/07/2011,20/12/2016,0,2,"$5,245.00","$4,720.50",more than 30,2 to 4,no change,All Perils,2,1
11455,Subcompacts,Blue,3,Mazda,30000 to 39000,1,Single,NSW,web developer,O,1,collision with stationary vehicle,Speeding,Yes,Urban,Icy pavement,17/11/2019,3/04/2014,0,3,"$3,185.00","$2,548.00",more than 30,1,no change,Liability,3,1
11456,SUV,Green,13,Accura,30000 to 39000,1,Married,SA,flight attendant,O,0,collision with reversing,Tailgating/aggressive driving,No,Urban,Icy pavement,29/07/2010,20/06/2011,1,3,"$4,798.00","$3,838.40",more than 30,more than 4,no change,All Perils,4,1
11457,SUV,Yellow,13,Accura,30000 to 39000,1,Married,NSW,nurse,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Wet pavement,17/04/2020,22/03/2010,1,1,"$1,321.00",$924.70,more than 30,none,no change,All Perils,3,1
11458,Midsize,Blue,3,Pontiac,40000 to 59000,1,Single,SA,marketing manager,O,1,nose-to-tail,Driving drunk,Yes,Urban,Fog,19/01/2017,18/04/2010,0,4,$210.00,$0.00,more than 30,none,no change,Collision,3,0
11459,SUV,Black,10,Pontiac,30000 to 39000,0,Married,VIC,office clerks,O,1,collision with an animal,Driving drunk,No,Urban,Icy pavement,26/05/2016,13/06/2019,0,2,$205.00,$0.00,more than 30,none,no change,Collision,3,1
11460,SUV,Red,8,Pontiac,20000 to 29000,0,Married,QLD,web developer,O,0,nose-to-tail,Driving drunk,No,Rural,Rain,2/10/2020,12/06/2014,0,1,"$3,608.00","$2,886.40",more than 30,2 to 4,no change,Collision,2,1
11461,SUV,White,12,Mazda,30000 to 39000,1,Married,WA,Teacher,O,1,side swipe,Speeding,No,Urban,Snow/Sleet,15/05/2017,9/09/2010,1,3,$569.00,$398.30,more than 30,2 to 4,no change,Collision,3,0
11462,compacts,Yellow,7,Ford,40000 to 59000,1,Single,VIC,college professor,O,0,side swipe,Distracted driving,Yes,Urban,Rain,2/09/2011,13/09/2011,0,1,"$2,939.00","$2,351.20",more than 30,2 to 4,no change,All Perils,2,0
11463,compacts,Red,0,Toyota,less than 20000,0,Single,ACT,Trailer Truck Drivers,O,1,collision with reversing,Speeding,Yes,Urban,Wet pavement,20/08/2017,8/09/2020,0,0,"$3,860.00","$3,088.00",more than 30,1,no change,All Perils,2,1
11464,Subcompacts,Red,7,Pontiac,20000 to 29000,0,Married,TAS,nurse,O,1,side swipe,Distracted driving,Yes,Urban,Snow/Sleet,19/06/2012,19/12/2012,0,1,$512.00,$358.40,more than 30,1,no change,Liability,3,0
11465,Midsize,Black,15,Pontiac,20000 to 29000,1,Married,QLD,engineer,O,0,side swipe,Driving through red lights,No,Urban,Snow/Sleet,2/12/2019,24/06/2010,0,3,"$4,323.00","$3,458.40",more than 30,2 to 4,no change,Liability,1,1
11466,SUV,Yellow,8,Mazda,30000 to 39000,0,Single,SA,information security analysts,O,0,collision with reversing,Poorly designed roads/intersections,No,Urban,Rain,25/06/2017,11/10/2014,0,1,"$2,301.00","$1,840.80",more than 30,2 to 4,no change,Liability,4,1
11467,MPV,Green,13,Chevrolet,more than 69000,0,Married,NT,Trailer Truck Drivers,P1 or P2,0,nose-to-tail,Distracted driving,No,Urban,Rain,27/03/2016,7/12/2017,0,3,"$3,818.00","$3,054.40",more than 30,1,1 year,All Perils,1,1
11468,City-cars,Yellow,4,Honda,more than 69000,1,Married,QLD,Cashiers,O,0,collision with reversing,Driving drunk,Yes,Urban,Wet pavement,14/08/2014,3/05/2012,0,3,"$5,488.00","$4,939.20",more than 30,2 to 4,no change,Collision,1,1
11469,Midsize,Black,14,Mazda,30000 to 39000,0,Single,ACT,Accountants,O,0,collision with stationary vehicle,Speeding,No,Urban,Snow/Sleet,13/06/2016,10/08/2020,0,3,"$1,010.00",$707.00,more than 30,2 to 4,no change,Collision,2,1
11470,City-cars,Yellow,15,Chevrolet,20000 to 29000,0,Married,NSW,Accountants,O,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Rain,24/01/2016,6/05/2011,0,0,"$6,635.00","$5,971.50",more than 30,more than 4,no change,Liability,4,0
11471,SUV,Grey,5,Toyota,20000 to 29000,0,Single,NT,engineer,O,0,nose-to-tail,Distracted driving,Yes,Urban,Wet pavement,15/11/2015,2/02/2014,0,0,"$1,415.00",$990.50,more than 30,2 to 4,no change,All Perils,4,1
11472,compacts,Green,1,Saab,30000 to 39000,0,Single,WA,insurance sales agent,O,0,collision with stationary vehicle,Speeding,Yes,Urban,Wet pavement,19/06/2019,9/04/2013,0,0,"$3,922.00","$3,137.60",more than 30,1,no change,Collision,2,0
11473,SUV,Blue,1,Mazda,20000 to 29000,0,Single,WA,Security guards,O,1,nose-to-tail,Speeding,No,Urban,Icy pavement,21/12/2016,8/07/2012,0,1,"$3,870.00","$3,096.00",more than 30,none,no change,Collision,4,1
11474,MPV,Green,12,Pontiac,20000 to 29000,0,Married,NSW,college professor,L,0,nose-to-tail,Failing to give way,Yes,Urban,Snow/Slushy pavement,8/08/2016,5/02/2016,0,4,"$4,737.00","$3,789.60",more than 30,more than 4,no change,Collision,4,0
11475,Subcompacts,Blue,9,Toyota,20000 to 29000,1,Married,VIC,office clerks,P1 or P2,1,collision with reversing,Speeding,No,Urban,Snow/Slushy pavement,19/09/2020,2/07/2019,1,0,"$3,276.00","$2,620.80",more than 30,none,no change,All Perils,4,1
11476,SUV,Grey,0,Honda,30000 to 39000,1,Married,NSW,marketing manager,O,1,nose-to-tail,Distracted driving,Yes,Urban,Rain,22/08/2018,12/06/2014,0,3,"$6,233.00","$5,609.70",more than 30,more than 4,2 to 3 years,Liability,3,0
11477,SUV,White,13,Honda,30000 to 39000,1,Single,QLD,medical assistants,O,0,collision with reversing,Speeding,Yes,Urban,Fog,29/03/2017,7/12/2013,0,1,"$2,176.00","$1,740.80",more than 30,2 to 4,no change,Collision,2,0
11478,Subcompacts,Green,1,Chevrolet,more than 69000,1,Married,WA,marketing manager,O,0,nose-to-tail,Driving tired,No,Urban,Snow/Slushy pavement,12/10/2018,12/08/2012,0,0,"$2,645.00","$2,116.00",more than 30,1,no change,All Perils,2,1
11479,SUV,Red,1,Pontiac,20000 to 29000,1,Married,SA,lawyer,O,1,nose-to-tail,Tailgating/aggressive driving,No,Rural,Wet pavement,28/09/2010,4/09/2013,0,4,"$2,142.00","$1,713.60",more than 30,none,no change,All Perils,1,1
11480,compacts,White,5,Honda,30000 to 39000,1,Single,ACT,Security guards,O,0,collision with stationary vehicle,Driving drunk,No,Urban,Snow/Slushy pavement,11/08/2015,17/06/2017,1,0,"$6,614.00","$5,952.60",more than 30,none,no change,All Perils,2,1
11481,compacts,White,12,Pontiac,20000 to 29000,1,Married,WA,medical assistants,O,1,side swipe,Tailgating/aggressive driving,Yes,Rural,Wet pavement,2/10/2012,1/04/2012,0,0,$357.00,$0.00,more than 30,none,no change,Collision,3,1
11482,compacts,Black,4,Pontiac,30000 to 39000,0,Married,ACT,Trailer Truck Drivers,L,0,collision with reversing,Speeding,Yes,Urban,Rain,8/10/2014,1/07/2015,0,4,"$5,792.00","$5,212.80",more than 30,more than 4,no change,Liability,1,1
11483,SUV,Yellow,5,Mazda,40000 to 59000,0,Married,QLD,Accountants,O,0,nose-to-tail,Driving drunk,Yes,Urban,Rain,5/02/2011,2/05/2013,0,0,"$1,322.00",$925.40,more than 30,1,no change,Liability,1,0
11484,Subcompacts,Grey,8,Toyota,20000 to 29000,1,Single,TAS,marketing manager,O,0,collision with stationary vehicle,Driving drunk,Yes,Urban,Icy pavement,4/08/2019,15/11/2019,0,2,"$6,096.00","$5,486.40",15 to 30,none,no change,Collision,4,1
11485,compacts,Yellow,7,Toyota,30000 to 39000,1,Married,NT,marketing manager,O,1,nose-to-tail,Distracted driving,Yes,Urban,Wet pavement,13/02/2010,20/05/2020,0,4,"$5,558.00","$5,002.20",more than 30,1,no change,Collision,2,1
11486,Subcompacts,Black,5,Honda,less than 20000,1,Married,NSW,student,O,1,side swipe,Driving through red lights,Yes,Urban,Snow/Sleet,21/09/2015,20/02/2020,0,3,"$6,446.00","$5,801.40",more than 30,2 to 4,no change,Collision,4,1
11487,SUV,Red,12,Toyota,less than 20000,1,Married,TAS,college professor,O,0,nose-to-tail,Driving tired,Yes,Urban,Wet pavement,11/10/2016,27/08/2012,0,4,$806.00,$564.20,more than 30,2 to 4,no change,Collision,1,1
11488,Subcompacts,Black,4,VW,more than 69000,1,Single,TAS,flight attendant,O,1,side swipe,Driving drunk,Yes,Urban,Rain,2/01/2018,6/10/2018,0,1,"$5,594.00","$5,034.60",more than 30,none,4 to 8 years,Liability,2,1
11489,compacts,Grey,14,Chevrolet,40000 to 59000,1,Married,VIC,medical assistants,O,0,side swipe,Driving drunk,Yes,Urban,Snow/Sleet,10/12/2015,22/04/2015,1,2,$319.00,$0.00,more than 30,1,no change,Collision,3,1
11490,MPV,Green,14,Pontiac,20000 to 29000,0,Married,WA,college professor,O,1,nose-to-tail,Driving drunk,Yes,Urban,Rain,26/06/2015,23/12/2018,0,3,"$4,375.00","$3,500.00",more than 30,1,no change,All Perils,1,1
11491,SUV,Yellow,4,Pontiac,20000 to 29000,1,NA,WA,Teacher,O,0,collision with stationary vehicle,Driving tired,Yes,Urban,Rain,23/04/2019,28/01/2010,0,0,"$3,545.00","$2,836.00",more than 30,2 to 4,no change,Liability,3,0
11492,SUV,Black,12,Toyota,20000 to 29000,1,Married,NSW,Accountants,O,0,nose-to-tail,Distracted driving,Yes,Urban,Icy pavement,7/04/2012,3/02/2020,0,1,"$4,552.00","$3,641.60",more than 30,1,no change,Collision,1,0
11493,SUV,White,14,Ford,40000 to 59000,0,Single,QLD,insurance sales agent,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,8/04/2012,20/06/2019,0,4,"$2,384.00","$1,907.20",more than 30,none,no change,All Perils,1,1
11494,Subcompacts,Grey,12,Pontiac,20000 to 29000,1,Married,QLD,Trailer Truck Drivers,O,1,nose-to-tail,Driving drunk,Yes,Urban,Rain,19/06/2015,16/07/2014,1,3,"$6,373.00","$5,735.70",more than 30,1,no change,All Perils,3,0
11495,City-cars,Black,5,Toyota,20000 to 29000,0,Single,TAS,web developer,O,1,nose-to-tail,Driving through red lights,No,Urban,Wet pavement,9/01/2020,23/12/2013,0,1,"$2,581.00","$2,064.80",more than 30,none,no change,All Perils,1,0
11496,Sport,Grey,8,Pontiac,less than 20000,1,Single,WA,Trailer Truck Drivers,P1 or P2,1,nose-to-tail,Speeding,No,Urban,Snow/Sleet,7/11/2013,6/09/2015,0,4,"$6,552.00","$5,896.80",more than 30,1,no change,All Perils,2,0
11497,City-cars,Red,10,Pontiac,20000 to 29000,0,NA,ACT,Teacher,O,1,side swipe,Poorly designed roads/intersections,Yes,Urban,Rain,14/06/2015,16/03/2010,0,3,"$2,503.00","$2,002.40",more than 30,2 to 4,no change,Liability,3,1
11498,SUV,Green,15,Pontiac,20000 to 29000,0,Married,SA,dentists,O,0,side swipe,Driving tired,No,Urban,Rain,5/06/2018,25/09/2012,0,0,"$6,922.00","$6,229.80",more than 30,none,no change,Collision,4,0
11499,SUV,Black,3,Pontiac,20000 to 29000,0,Married,SA,web developer,O,1,side swipe,Speeding,Yes,Urban,Rain,22/05/2014,9/11/2017,0,1,$854.00,$597.80,more than 30,2 to 4,no change,Collision,1,0
11500,Van,Grey,14,Honda,20000 to 29000,0,Married,QLD,web developer,O,1,collision with stationary vehicle,Distracted driving,Yes,Urban,Rain,21/08/2010,27/05/2015,1,1,$542.00,$379.40,more than 30,none,no change,All Perils,4,0
11501,compacts,Green,1,Toyota,30000 to 39000,0,Married,QLD,dentists,O,1,nose-to-tail,Driving drunk,Yes,Urban,Snow/Sleet,23/03/2019,29/11/2013,1,0,"$3,104.00","$2,483.20",more than 30,none,no change,Collision,3,1
11502,City-cars,Red,1,Chevrolet,20000 to 29000,1,Married,NSW,insurance sales agent,O,1,nose-to-tail,Distracted driving,Yes,Rural,Rain,1/01/2013,20/07/2011,0,2,"$5,693.00","$5,123.70",more than 30,2 to 4,no change,Liability,1,0
11503,SUV,White,11,Toyota,20000 to 29000,1,NA,TAS,engineer,L,0,collision with reversing,Distracted driving,No,Urban,Snow/Slushy pavement,18/04/2014,13/06/2013,0,4,"$1,867.00","$1,306.90",more than 30,more than 4,no change,Liability,1,1
11504,City-cars,Yellow,6,Honda,20000 to 29000,1,Married,SA,college professor,O,0,nose-to-tail,Poorly designed roads/intersections,Yes,Urban,Wet pavement,9/11/2010,16/04/2013,0,1,"$6,538.00","$5,884.20",more than 30,1,no change,Collision,3,0
11505,SUV,Grey,1,Pontiac,30000 to 39000,0,Married,NT,Retails Salespersons,O,0,side swipe,Failing to give way,Yes,Urban,Icy pavement,12/12/2019,3/11/2015,0,0,"$2,128.00","$1,702.40",more than 30,2 to 4,no change,Liability,1,1
11506,MPV,Grey,4,Chevrolet,more than 69000,0,Married,WA,Teacher,O,1,nose-to-tail,Driving tired,No,Urban,Wet pavement,6/12/2015,27/07/2015,0,1,"$6,299.00","$5,669.10",more than 30,2 to 4,no change,Collision,3,0
11507,SUV,White,14,Honda,20000 to 29000,1,Married,NSW,Security guards,O,0,collision with reversing,Failing to give way,Yes,Urban,Snow/Slushy pavement,7/08/2014,1/05/2014,0,2,"$2,844.00","$2,275.20",more than 30,1,no change,Collision,3,1
11508,Subcompacts,Yellow,6,Toyota,20000 to 29000,1,NA,ACT,Cashiers,O,0,nose-to-tail,Speeding,No,Urban,Rain,27/07/2018,16/08/2012,1,0,"$3,731.00","$2,984.80",more than 30,2 to 4,no change,Liability,2,1
11509,MPV,Black,11,Pontiac,less than 20000,1,Single,NT,marketing manager,O,1,side swipe,Driving drunk,Yes,Urban,Icy pavement,26/11/2015,16/09/2013,0,4,"$3,716.00","$2,972.80",more than 30,none,4 to 8 years,All Perils,2,0
11510,compacts,Red,13,Toyota,more than 69000,0,Single,SA,web developer,O,0,side swipe,Driving drunk,Yes,Urban,Wet pavement,25/08/2011,28/11/2020,0,2,"$4,339.00","$3,471.20",more than 30,1,no change,All Perils,2,0
11511,SUV,Red,0,Toyota,20000 to 29000,1,Married,ACT,Cashiers,O,0,side swipe,Distracted driving,No,Urban,Wet pavement,9/02/2011,12/09/2015,0,0,"$5,716.00","$5,144.40",more than 30,1,no change,Collision,2,1
11512,Executive,Red,11,Pontiac,20000 to 29000,0,Married,NT,lawyer,L,1,side swipe,Tailgating/aggressive driving,No,Rural,Icy pavement,8/03/2017,26/01/2019,0,1,"$1,879.00","$1,315.30",more than 30,none,no change,Collision,3,1
11513,Executive,Grey,0,Mazda,20000 to 29000,1,Married,QLD,lawyer,O,0,nose-to-tail,Speeding,Yes,Urban,Wet pavement,5/02/2019,21/07/2014,0,1,"$4,959.00","$3,967.20",more than 30,2 to 4,no change,All Perils,2,1
11514,SUV,Red,8,Chevrolet,20000 to 29000,1,Married,TAS,office clerks,O,0,collision with an animal,Speeding,Yes,Urban,Wet pavement,26/07/2019,12/10/2015,0,0,"$3,645.00","$2,916.00",more than 30,1,no change,Liability,3,0
11515,SUV,Yellow,1,Pontiac,20000 to 29000,0,Single,NT,student,O,0,side swipe,Tailgating/aggressive driving,No,Urban,Snow/Sleet,31/01/2011,2/10/2018,0,4,"$5,907.00","$5,316.30",more than 30,2 to 4,no change,Liability,4,0
11516,Subcompacts,Red,0,Pontiac,30000 to 39000,0,Single,VIC,physical therapists,O,0,collision with an animal,Driving tired,Yes,Urban,Snow/Slushy pavement,5/01/2020,26/09/2014,0,0,"$6,815.00","$6,133.50",more than 30,2 to 4,no change,All Perils,1,1
11517,SUV,Green,9,Toyota,20000 to 29000,1,Married,WA,college professor,P1 or P2,1,collision with an animal,Speeding,Yes,Urban,Snow/Sleet,2/02/2015,18/03/2019,0,2,"$6,574.00","$5,916.60",more than 30,1,no change,Collision,1,0
11518,SUV,Blue,2,VW,20000 to 29000,1,Single,WA,lawyer,O,0,collision with an animal,Speeding,No,Urban,Wet pavement,17/04/2019,17/01/2011,0,1,"$1,742.00","$1,219.40",more than 30,1,no change,Liability,3,1
11519,SUV,Yellow,13,Honda,30000 to 39000,1,Married,SA,Trailer Truck Drivers,O,1,side swipe,Speeding,Yes,Urban,Icy pavement,16/09/2020,5/06/2014,0,4,"$5,746.00","$5,171.40",more than 30,2 to 4,no change,Liability,1,0
11520,compacts,Grey,13,Pontiac,20000 to 29000,0,Single,TAS,marketing manager,O,1,collision with stationary vehicle,Distracted driving,Yes,Rural,Snow/Sleet,20/02/2011,11/01/2010,0,1,"$4,849.00","$3,879.20",more than 30,none,no change,Collision,3,1
11521,SUV,Yellow,8,Pontiac,20000 to 29000,0,Married,NSW,Retails Salespersons,O,0,side swipe,Tailgating/aggressive driving,No,Urban,Snow/Slushy pavement,7/01/2016,12/09/2016,0,1,"$1,001.00",$700.70,more than 30,2 to 4,no change,Collision,3,1
11522,Midsize,Grey,15,Pontiac,30000 to 39000,1,Single,WA,web developer,O,0,nose-to-tail,Driving drunk,Yes,Urban,Rain,8/02/2012,22/02/2017,1,1,"$4,155.00","$3,324.00",more than 30,more than 4,no change,Liability,3,1
11523,compacts,Black,14,Ford,40000 to 59000,1,Married,SA,Accountants,O,1,side swipe,Speeding,No,Urban,Icy pavement,27/04/2017,23/11/2010,0,4,"$3,261.00","$2,608.80",more than 30,none,no change,All Perils,4,1
11524,SUV,White,12,Toyota,20000 to 29000,0,Single,WA,Trailer Truck Drivers,O,0,collision with stationary vehicle,Distracted driving,Yes,Urban,Snow/Sleet,27/04/2012,8/06/2010,0,0,$258.00,$0.00,more than 30,2 to 4,no change,Collision,3,1
11525,compacts,Yellow,15,Accura,more than 69000,1,Married,TAS,dentists,O,0,nose-to-tail,Poorly designed roads/intersections,Yes,Urban,Wet pavement,15/09/2020,12/09/2010,0,4,"$5,592.00","$5,032.80",more than 30,more than 4,no change,Liability,1,1
11526,City-cars,Grey,12,Toyota,20000 to 29000,0,Single,NSW,Accountants,O,1,collision with stationary vehicle,Speeding,Yes,Urban,Snow/Slushy pavement,19/06/2013,2/01/2014,0,0,"$2,711.00","$2,168.80",more than 30,more than 4,no change,Collision,4,0
11527,compacts,Yellow,0,Toyota,20000 to 29000,0,Married,NSW,nurse,O,0,nose-to-tail,Distracted driving,No,Urban,Snow/Sleet,29/07/2020,19/10/2018,0,0,"$3,552.00","$2,841.60",more than 30,none,2 to 3 years,Collision,2,0
11528,SUV,Yellow,3,Mazda,20000 to 29000,1,Single,VIC,flight attendant,O,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Snow/Sleet,17/08/2015,4/02/2018,1,1,"$4,585.00","$3,668.00",more than 30,2 to 4,no change,Liability,1,0
11529,Subcompacts,Green,3,Honda,30000 to 39000,1,Married,QLD,Teacher,O,0,side swipe,Speeding,No,Urban,Wet pavement,21/06/2019,3/09/2019,0,4,"$5,030.00","$4,527.00",more than 30,more than 4,no change,Liability,2,0
11530,SUV,Blue,9,Pontiac,20000 to 29000,1,Married,NSW,Retails Salespersons,O,1,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Snow/Sleet,3/08/2014,12/08/2017,0,0,"$5,798.00","$5,218.20",more than 30,2 to 4,4 to 8 years,Collision,3,0
